sample_name	target_intended	stratum	canonical_smiles	leakage_class	max_tanimoto_to_training	max_tanimoto_to_approved	iptm	interface_pae_min	intended_target_rank	intended_target_cosine	top10_off_target_genes	top10_off_target_cosines	top10_off_target_ranks	max_off_target_cosine	n_other_decoder_targets_in_top50	qed	mw	logp	ro5_compliant
dec_PARP1_0998	PARP1	top_cosine	NC(=O)c1cccc2c1nc(-c1ccccc1)n2CCl	C	0.566	0.2836	0.97	1.05	2	0.3110	PARP8;PARP1;Parp1;PARP16;PARP3;PARP2;PARP10;PARP14;TNKS;TNKS2	0.3154;0.3110;0.3101;0.3092;0.3064;0.2983;0.2939;0.2790;0.2750;0.2726	1;2;6;7;12;30;33;42;45;48	0.3154	2	0.7521	285.73	2.998	True
dec_PARP1_1000	PARP1	top_cosine	CC(C)(O)CC(=O)N1CC=C(c2cc3cccc(C(N)=O)c3nc2CCl)CC1	C	0.3827	0.25	0.96	1.0	1	0.3051	PARP1;Parp1;PARP2;Parp2;Top2;TOP2A;gyrB;TOP2B;parE;gyrA	0.3051;0.3011;0.2661;0.2403;0.2249;0.2202;0.2172;0.2145;0.2121;0.2104	1;3;24;26;36;38;41;48;50;51	0.3051	1	0.7526	401.89	2.849	True
dec_PARP1_1001	PARP1	top_cosine	CC(C)(CP)N1CCC(c2nc3c(C(N)=O)cc(F)cc3[nH]2)CC1	C	0.5	0.2692	0.97	0.91	2	0.3127	PARP14;PARP1;Parp1;PARP2;PARP10;PARP15;PARP11;PARP3;ITK;PARP4	0.3159;0.3127;0.3061;0.2888;0.2882;0.2853;0.2741;0.2675;0.2655;0.2648	1;2;21;46;47;49;52;57;65;66	0.3159	1	0.8326	350.38	2.634	True
dec_PARP1_1002	PARP1	top_cosine	NC(=O)c1cccc2[nH]c(C(=O)N3CCN(C(=O)CBr)CC3)nc12	C	0.6863	0.2958	0.95	1.02	1	0.3276	PARP1;Parp1;PARP2;Parp2;PARP3;PARP12;PARP14;PARP15;PIN1;PARP4	0.3276;0.3025;0.2894;0.2707;0.2669;0.2653;0.2456;0.2245;0.2209;0.2138	1;21;24;26;27;32;39;45;46;72	0.3276	1	0.7315	394.23	0.341	True
dec_PARP1_1003	PARP1	top_cosine	NCc1cc2ncc(CN3CCN(c4cc(F)c(C(=O)NC5CC5)cn4)CC3)cc2[nH]c1=O	C	0.6234	0.2447	0.96	1.18	3	0.3043	PARP2;Parp2;PARP1;Parp1;PARP3;PARP16;PARP12;PARP4;PARP8;PARP6	0.3170;0.3146;0.3043;0.3023;0.2734;0.2276;0.2274;0.2150;0.2101;0.2016	1;2;3;4;7;51;52;59;60;61	0.3170	1	0.5139	451.51	1.13	True
dec_PARP1_1004	PARP1	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCN)c(=O)[nH]c4c3)CC2)c(C(F)F)n1	C	0.8571	0.21	0.98	0.97	2	0.3038	PARP2;PARP1;Parp1;PARP3;Parp2;PARP12;PARP4;PARP16;PARP10;PARP11	0.3045;0.3038;0.3025;0.2925;0.2916;0.2815;0.2644;0.2334;0.2324;0.2290	1;2;4;20;22;38;39;59;60;61	0.3045	1	0.4769	471.51	1.439	True
dec_PARP1_1006	PARP1	scaffold_div	O=c1[nH]nc2c3c(cccc13)OC(c1ccccc1)C2c1ncnn1CCl	C	0.5075	0.3506	0.98	0.92	2	0.3022	Parp1;PARP1;PARP8;PARP3;PARP6;PARP4;PARP16;PDE6C;PARP2;C1QB	0.3032;0.3022;0.2991;0.2913;0.2875;0.2702;0.2686;0.2591;0.2512;0.2417	1;2;4;25;35;36;37;39;41;42	0.3032	1	0.5529	379.81	2.977	True
dec_PARP1_1008	PARP1	scaffold_div	NC(=O)c1ccc2c(=O)[nH]c(C3=CCN(Cc4cnc5cc(CCF)c(=O)[nH]c5c4)CC3)cn12	C	0.4831	0.1731	0.91	1.78	2	0.2987	Parp1;PARP1;PARP2;Parp2;PARP12;PARP3;PARP16;PARP8;PARP10;PPP2R5C	0.2990;0.2987;0.2855;0.2767;0.2762;0.2444;0.2165;0.2049;0.2043;0.2041	1;2;5;6;7;33;58;59;60;61	0.2990	1	0.4022	462.49	1.764	True
dec_PARP1_1009	PARP1	scaffold_div	CC(C)(CP)OC(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1	C	0.7	0.1591	0.97	0.93	3	0.2996	PARP3;PARP2;PARP1;Parp1;Parp2;MAPK10;MAPK9;MAPK8;PARP14;PARP16	0.3196;0.3012;0.2996;0.2979;0.2943;0.2645;0.2628;0.2621;0.2607;0.2604	1;2;3;10;11;37;40;42;43;44	0.3196	2	0.8073	358.34	2.221	True
dec_PARP1_1010	PARP1	scaffold_div	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)C[C@@H]2C)cn1	C	0.8551	0.2245	0.94	1.6	6	0.2977	PARP3;Parp2;PARP2;PARP12;Parp1;PARP1;PARP4;PARP10;PARP11;gyrB	0.3556;0.3535;0.3520;0.3014;0.2997;0.2977;0.2759;0.2640;0.2520;0.2470	1;2;3;14;16;18;40;53;54;61	0.3556	1	0.5543	452.5	1.806	True
dec_PARP1_1013	PARP1	scaffold_div	Cc1cc(CO)ccc1C(=O)C1CCN(C(=O)CCc2nc3c(C(N)=O)cccc3[nH]2)CC1	C	0.4286	0.2644	0.91	1.09	3	0.2969	PARP12;Parp1;PARP1;PARP3;PARP4;PARP14;PARP15;PARP2;Parp2;PARP16	0.3080;0.2970;0.2969;0.2733;0.2729;0.2646;0.2632;0.2610;0.2453;0.2448	1;2;3;25;27;36;37;38;47;48	0.3080	1	0.4784	448.52	2.517	True
dec_PARP1_1015	PARP1	scaffold_div	Cc1cc2ncc(C3=CCN(Cc4cnc5cc(CCP)c(=O)[nH]c5c4)CC3)cc2[nH]c1=O	C	0.6176	0.1556	0.9	1.83	4	0.2926	PARP2;Parp2;Parp1;PARP1;PARP3;TNKS2;PARP12;TNKS;PARP11;PARP4	0.3177;0.3170;0.2941;0.2926;0.2865;0.2514;0.2514;0.2452;0.2386;0.2340	1;2;3;4;7;49;50;77;89;90	0.3177	1	0.4473	459.49	3.175	True
dec_PARP1_1016	PARP1	scaffold_div	CCOc1cccc(C(=O)N2CCN(C(=O)CCc3nc4cccc(C(N)=O)c4[nH]3)CC2)c1	C	0.44	0.2299	0.91	1.08	2	0.3082	PARP3;PARP1;PARP4;PARP14;Parp1;PARP15;PARP12;PARP16;ENPP2;PARP2	0.3106;0.3082;0.3049;0.2956;0.2918;0.2914;0.2872;0.2871;0.2824;0.2810	1;6;17;26;27;28;35;36;39;46	0.3106	1	0.5712	449.51	1.978	True
dec_PARP1_1017	PARP1	scaffold_div	CN(C)C(=O)CN1CCN(Cc2cc(C(=O)C(F)(F)F)c(-c3nc4c(C(N)=O)cccc4[nH]3)cc2F)[C@@H](CBr)C1	C	0.3723	0.2178	0.94	1.08	1	0.3136	PARP1;Parp1;PARP2;Parp2;PARP8;PARP12;PARP3;PARP4;PARP16;PARP15	0.3136;0.2957;0.2872;0.2476;0.2285;0.2142;0.2097;0.2041;0.2010;0.1969	1;20;24;25;27;28;29;40;49;51	0.3136	1	0.2254	627.44	3.182	False
dec_PARP1_1019	PARP1	scaffold_div	CNC(=O)c1ccc(C2=CCN(Cc3cnc4cc(CCF)c(=O)[nH]c4c3)CC2)cn1	C	0.8529	0.2043	0.98	0.89	4	0.2881	PARP3;PARP2;Parp2;PARP1;Parp1;PARP12;TNKS2;PARP4;TIPARP;TNKS	0.3133;0.3103;0.3042;0.2881;0.2843;0.2394;0.2299;0.2284;0.2247;0.2203	1;2;3;4;6;39;44;45;71;73	0.3133	1	0.6382	421.48	2.479	True
dec_PARP1_1021	PARP1	scaffold_div	O=C(NCCF)c1ccc(N2CCN(Cc3ccc4c([nH]c(=O)c5ccoc54)c3F)CC2)cn1	C	0.6296	0.1881	0.97	1.05	1	0.2855	PARP1;PARP2;Parp1;Parp2;PARP4;PARP3;PARP14;PARP15;PARP12;PARP10	0.2855;0.2798;0.2781;0.2522;0.2444;0.2438;0.2380;0.2338;0.2309;0.2226	1;3;7;39;40;41;52;59;60;66	0.2855	1	0.453	467.48	2.83	True
dec_PARP1_1022	PARP1	scaffold_div	O=c1[nH]c2c(c3ccccc13)CCN(CS)C2	C	0.56	0.2192	0.98	0.99	2	0.2855	Parp1;PARP1;PARP3;TNKS2;TNKS;PARP2;Parp2;Tnks2;Tnks;PARP4	0.2897;0.2855;0.2781;0.2597;0.2595;0.2559;0.2534;0.2383;0.2374;0.2347	1;3;5;28;29;41;53;70;73;79	0.2897	1	0.7524	246.33	1.773	True
dec_PARP1_1023	PARP1	scaffold_div	O=C(NP)c1cccc2nccc(OC3CCN(C(=O)CCCc4nc5ccccc5c(=O)[nH]4)CC3)c12	C	0.5422	0.2178	0.86	2.72	4	0.2843	PARP2;Parp2;Parp1;PARP1;PARP3;PARP4;PARP16;TNKS;Tnks;TNKS2	0.2986;0.2924;0.2851;0.2843;0.2835;0.2818;0.2659;0.2658;0.2647;0.2559	1;2;3;4;5;10;33;34;35;37	0.2986	1	0.3632	517.53	3.384	False
dec_PARP1_1024	PARP1	scaffold_div	O=C1NCCc2c1c1cc(C3CCN(CCO)CC3)ccc1[nH]c2=O	C	0.4571	0.2436	0.97	1.0	1	0.2861	PARP1;Parp1;Parp2;PARP2;Tnks2;MAPKAPK2;TNKS;Tnks;TNKS2;PARP3	0.2861;0.2853;0.2545;0.2534;0.2340;0.2330;0.2329;0.2323;0.2315;0.2225	1;2;24;25;27;28;29;30;31;32	0.2861	4	0.777	341.41	0.986	True
dec_PARP1_1025	PARP1	scaffold_div	CCNC(=O)c1ccc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ccoc34)CC2)cn1	C	0.8507	0.2062	0.97	0.99	4	0.3233	PARP10;gyrB;PARP14;PARP1;PARP15;PARP2;parE;Parp1;PARP3;TNKS2	0.3420;0.3250;0.3245;0.3233;0.3137;0.3120;0.2804;0.2785;0.2740;0.2561	1;2;4;6;23;25;33;36;38;71	0.3420	1	0.5047	431.5	2.741	True
dec_PARP1_1026	PARP1	scaffold_div	NNC(=O)c1ccccc1OCC1CCN(C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1	C	0.6212	0.2391	0.91	1.69	3	0.2882	PARP4;PARP2;PARP1;PARP3;Parp1;TNKS;Parp2;TNKS2;PARP8;eta	0.3035;0.2909;0.2882;0.2860;0.2828;0.2827;0.2826;0.2767;0.2727;0.2654	1;2;3;6;20;21;22;36;55;71	0.3035	1	0.2863	449.51	1.777	True
dec_PARP1_1027	PARP1	scaffold_div	CNC(=O)c1ccc(N[C@H]2CCN(Cc3cnc4cc(CCF)c(=O)[nH]c4c3)[C@@H]2C)cn1	C	0.6282	0.2222	0.97	0.96	3	0.2879	PARP2;Parp2;PARP1;Parp1;PARP3;PARP12;PARP10;PARP11;PARP14;TNKS2	0.3071;0.2999;0.2879;0.2789;0.2750;0.2283;0.2277;0.2159;0.2117;0.2103	1;2;4;14;18;57;58;59;60;64	0.3071	1	0.523	438.51	2.265	True
dec_PARP1_1028	PARP1	scaffold_div	NCc1cccc2c(=O)[nH]c(-c3ccc(CN4CCN(c5ncccn5)CC4)cc3)nc12	C	0.5	0.2022	0.97	0.89	1	0.2869	PARP1;Parp1;PARP2;Parp2;PARP3;TNKS2;PARP16;PARP8;TNKS;Tnks	0.2869;0.2792;0.2686;0.2580;0.2561;0.2478;0.2394;0.2376;0.2325;0.2292	1;2;5;20;27;38;111;116;127;143	0.2869	1	0.5029	427.51	2.161	True
dec_PARP1_1029	PARP1	scaffold_div	Cc1cc2ncc(CN3CCN(c4ccc(C(=O)NCCCCCl)cc4F)CC3)cc2[nH]c1=O	C	0.6234	0.2268	0.97	0.86	3	0.2754	PARP2;Parp2;PARP1;Parp1;PARP3;PARP4;TNKS2;TNKS;TIPARP;PARP12	0.2838;0.2787;0.2754;0.2722;0.2557;0.2218;0.2198;0.2160;0.2120;0.2054	1;2;3;4;7;32;33;49;67;75	0.2838	1	0.3771	485.99	3.442	True
dec_PARP1_1030	PARP1	scaffold_div	O=C(NCCl)c1ccc(N2CCN(Cc3cc(Cn4c(=O)[nH]c(=O)c5ccccc54)ccc3F)CC2)cn1	C	0.4773	0.2842	0.95	1.28	7	0.2735	PARP12;PARP2;PARP6;PARP3;Parp2;Parp1;PARP1;TIPARP;PARP16;PARP4	0.2867;0.2839;0.2807;0.2787;0.2772;0.2754;0.2735;0.2673;0.2453;0.2449	1;2;3;4;5;6;7;10;36;37	0.2867	1	0.2778	537.0	2.521	False
dec_PARP1_1031	PARP1	scaffold_div	Cc1cc(CN2CCN(c3ccc(C(=O)NCCO)cn3)CC2)cc2[nH]c(=O)c3c(c12)NCCC3	C	0.863	0.2083	0.97	0.88	1	0.2768	PARP1;Parp1;PARP2;PARP3;Parp2;TNKS;TNKS2;PARP4;PARP14;PARP16	0.2768;0.2742;0.2386;0.2326;0.2314;0.2252;0.2220;0.2070;0.2050;0.1967	1;2;7;21;27;43;54;87;89;91	0.2768	1	0.4277	476.58	1.634	True
dec_PARP1_1033	PARP1	scaffold_div	O=C(c1ccc(Cc2[nH]c(=O)c3cc(F)ccc3c2CF)cc1)N1CCC(N2CCCC2)CC1	C	0.4805	0.2907	0.93	1.01	1	0.2719	PARP1;Parp1;PARP14;PARP15;PARP2;Parp2;Mchr1;MCHR1;PARP12;PARP4	0.2719;0.2699;0.2665;0.2655;0.2405;0.2314;0.2279;0.2229;0.2183;0.2144	1;2;4;5;27;42;50;52;53;56	0.2719	1	0.6067	465.54	4.428	True
dec_PARP1_1034	PARP1	scaffold_div	NC(=O)c1cccc2[nH]c(-c3ccc(OCP)cc3)nc12	C	0.7551	0.2676	0.97	0.96	1	0.3056	PARP1;STK3;PARP2;TNKS2;GAK;Parp1;TNKS;CHEK1;KDR;MAPK9	0.3056;0.2899;0.2855;0.2843;0.2819;0.2742;0.2719;0.2715;0.2693;0.2689	1;10;20;22;81;103;105;107;109;110	0.3056	4	0.7264	299.27	2.54	True
dec_PARP1_1037	PARP1	mid_cosine	O=C(c1ccc(Cc2[nH]c(=O)c3cc(F)ccc3c2CF)cc1)N1CCC(N2CCCC2)CC1	C	0.4805	0.2907	0.93	1.01	1	0.2719	PARP1;Parp1;PARP14;PARP15;PARP2;Parp2;Mchr1;MCHR1;PARP12;PARP4	0.2719;0.2699;0.2665;0.2655;0.2405;0.2314;0.2279;0.2229;0.2183;0.2144	1;2;4;5;27;42;50;52;53;56	0.2719	1	0.6067	465.54	4.428	True
dec_PARP1_1038	PARP1	mid_cosine	NC(=O)c1cccc2[nH]c(-c3ccc(OCP)cc3)nc12	C	0.7551	0.2676	0.97	0.96	1	0.3056	PARP1;STK3;PARP2;TNKS2;GAK;Parp1;TNKS;CHEK1;KDR;MAPK9	0.3056;0.2899;0.2855;0.2843;0.2819;0.2742;0.2719;0.2715;0.2693;0.2689	1;10;20;22;81;103;105;107;109;110	0.3056	4	0.7264	299.27	2.54	True
dec_PARP1_1039	PARP1	mid_cosine	CCOc1ccc(C(=O)C2CCN(C(=O)CCCc3nc4ccccc4c(=O)[nH]3)CC2)cc1	C	0.6438	0.2391	0.94	1.07	10	0.2727	Tnks;TNKS;Tnks2;TNKS2;PARP3;PARP2;Parp2;eta;Parp1;PARP1	0.3049;0.3032;0.3004;0.2985;0.2933;0.2900;0.2868;0.2803;0.2733;0.2727	1;2;3;4;5;13;17;18;40;42	0.3049	1	0.5309	447.54	3.766	True
dec_PARP2_1047	PARP2	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)C[C@H]2C)cn1	C	0.8551	0.2245	0.95	1.07	1	0.3523	PARP2;Parp2;PARP3;Parp1;PARP1;PARP12;gyrB;PARP4;parE;PARP10	0.3523;0.3523;0.3500;0.2974;0.2951;0.2939;0.2785;0.2742;0.2739;0.2683	1;2;3;15;17;19;34;36;38;48	0.3523	1	0.5543	452.5	1.806	True
dec_PARP2_1051	PARP2	top_cosine	CNC(=O)c1ccc(C2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)CC2)cn1	C	0.8462	0.2083	0.96	1.0	2	0.3344	PARP3;PARP2;Parp2;PARP1;Parp1;PARP4;TNKS2;PARP10;PARP12;TNKS	0.3580;0.3344;0.3330;0.2965;0.2956;0.2581;0.2496;0.2481;0.2479;0.2448	1;2;3;14;16;48;52;61;63;70	0.3580	1	0.5785	437.48	2.475	True
dec_PARP2_1052	PARP2	top_cosine	CNC(=O)c1cc2ncc(N3CCN(Cc4cnc5cc(CCCP)c(=O)[nH]c5c4)CC3)cc2[nH]c1=O	C	0.6301	0.1979	0.82	2.32	1	0.3326	PARP2;Parp2;Parp1;PARP1;PARP3;PARP4;PARP12;PARP11;PARP16;PARP14	0.3326;0.3292;0.3119;0.3085;0.2920;0.2527;0.2509;0.2360;0.2342;0.2337	1;2;3;4;10;57;58;59;60;61	0.3326	1	0.317	519.55	1.649	False
dec_PARP2_1053	PARP2	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)CC2)cn1	C	0.8413	0.2	0.96	0.95	2	0.3308	PARP3;PARP2;Parp2;PARP1;Parp1;PARP4;parE;gyrB;PARP12;PARP10	0.3533;0.3308;0.3247;0.2985;0.2959;0.2903;0.2839;0.2832;0.2669;0.2572	1;4;10;14;16;18;20;23;53;60	0.3533	1	0.5657	438.47	1.417	True
dec_PARP2_1054	PARP2	top_cosine	CCC[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC	C	0.8769	0.3976	0.97	0.82	1	0.3289	PARP2;Parp2;Parp1;PARP3;PARP1;PARP6;PARP16;PARP10;PARP8;PARP12	0.3289;0.3256;0.2816;0.2791;0.2782;0.2575;0.2377;0.2347;0.2324;0.2147	1;2;4;6;7;22;39;40;41;43	0.3289	1	0.624	452.53	2.824	True
dec_PARP2_1055	PARP2	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCF)c(=O)[nH]c4c3)C[C@H]2C)cn1	C	0.8551	0.2371	0.97	0.82	1	0.3281	PARP2;Parp2;PARP3;PARP12;Parp1;PARP1;PARP4;gyrB;PARP10;PARP11	0.3281;0.3258;0.3148;0.2895;0.2755;0.2755;0.2504;0.2498;0.2451;0.2448	1;2;3;4;8;9;52;53;54;55	0.3281	1	0.6106	438.51	1.9	True
dec_PARP2_1057	PARP2	top_cosine	Cc1cccc2c(=O)[nH]c(CCC(=O)N3CCC(Oc4ccc(OCBr)cc4)CC3)nc12	C	0.5658	0.2151	0.96	0.83	5	0.3261	Tnks;TNKS;Tnks2;TNKS2;PARP2;Parp2;Parp1;PARP1;PARP16;PARP8	0.3453;0.3443;0.3390;0.3382;0.3261;0.3251;0.3068;0.3052;0.2884;0.2880	1;2;3;4;5;6;8;10;100;104	0.3453	1	0.4968	500.39	3.965	False
dec_PARP2_1059	PARP2	top_cosine	CCCc1cc2ncc(CN3C[C@H](Oc4ccc(C(=O)NC)nc4)[C@H]3C)cc2[nH]c1=O	C	0.8939	0.18	0.96	0.82	1	0.3219	PARP2;Parp2;PARP1;PARP3;Parp1;PARP4;PARP16;PARP11;PARP8;PARP12	0.3219;0.3198;0.2896;0.2881;0.2862;0.2322;0.2193;0.2099;0.1929;0.1906	1;2;3;5;6;49;51;59;60;61	0.3219	1	0.6071	421.5	2.282	True
dec_PARP2_1060	PARP2	top_cosine	CC(C)(CP)OC(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1	C	0.6712	0.3976	0.97	0.81	3	0.3216	Parp1;PARP1;PARP2;Parp2;PARP3;PARP14;PARP6;PARP8;PARP16;PARP15	0.3305;0.3287;0.3216;0.3163;0.3091;0.3047;0.3039;0.3034;0.2854;0.2814	1;2;5;6;7;8;14;15;46;47	0.3305	1	0.527	514.49	2.425	False
dec_PARP2_1063	PARP2	top_cosine	CCCc1cc2ncc(CN3CCN(c4ccc(NC(=O)C5CC5)nc4)[C@@H](C)C3)cc2[nH]c1=O	C	0.7027	0.2474	0.97	0.83	2	0.3195	Parp2;PARP2;PARP1;Parp1;PARP3;PARP16;PARP8;TNKS2;TNKS;PARP6	0.3210;0.3195;0.3006;0.2991;0.2754;0.2572;0.2457;0.2301;0.2293;0.2168	1;2;3;4;9;35;42;59;61;90	0.3210	1	0.5618	460.58	3.33	True
dec_PARP2_1067	PARP2	top_cosine	O=C(NC1CC1)c1ccc(N2CCN(Cc3cnc4cc(CCF)c(=O)[nH]c4c3)CC2)cn1	C	0.8358	0.2188	0.97	0.82	2	0.3159	PARP3;PARP2;Parp2;PARP1;Parp1;PARP12;TNKS2;PARP4;TNKS;PARP16	0.3161;0.3159;0.3080;0.2544;0.2502;0.2481;0.2334;0.2305;0.2211;0.2162	1;2;3;14;16;18;20;42;61;65	0.3161	1	0.5723	450.52	2.045	True
dec_PARP2_1068	PARP2	top_cosine	CNC(=O)c1cc(N2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)CC2)ccn1	C	0.6714	0.1979	0.92	1.51	2	0.3146	PARP3;PARP2;Parp2;PARP4;Parp1;PARP1;parE;gyrB;PARP11;PARP12	0.3459;0.3146;0.3096;0.2884;0.2871;0.2865;0.2579;0.2566;0.2553;0.2528	1;12;13;15;16;17;41;45;48;61	0.3459	1	0.5657	438.47	1.417	True
dec_PARP2_1069	PARP2	top_cosine	O=C(c1cc(Cn2c(=O)[nH]c(=O)c3ccccc32)ccc1F)N1CCN(CC(F)F)[C@@H](CO)C1	C	0.7681	0.3976	0.98	0.8	1	0.3140	PARP2;Parp2;Parp1;PARP1;PARP3;PARP8;PARP16;PARP14;PARP6;PARP10	0.3140;0.3069;0.3059;0.3030;0.2739;0.2732;0.2701;0.2698;0.2691;0.2617	1;2;3;5;21;22;30;31;33;48	0.3140	1	0.5584	476.46	1.261	True
dec_PARP2_1071	PARP2	top_cosine	CNC(=O)c1ccc(C2=CCN(Cc3cnc4cc(CCF)c(=O)[nH]c4c3)CC2)cn1	C	0.8529	0.19	0.97	0.82	2	0.3103	PARP3;PARP2;Parp2;PARP1;Parp1;PARP12;TNKS2;PARP4;TIPARP;TNKS	0.3133;0.3103;0.3042;0.2881;0.2843;0.2394;0.2299;0.2284;0.2247;0.2203	1;2;3;4;6;39;44;45;71;73	0.3133	1	0.6382	421.48	2.479	True
dec_PARP2_1072	PARP2	top_cosine	CN(CS)Cc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)s1	C	0.5079	0.1196	0.97	0.82	3	0.3102	PARP1;Parp1;PARP2;Parp2;NUDT1;PARP12;PARP3;PARP16;PARP11;Nudt1	0.3265;0.3161;0.3102;0.2991;0.2349;0.2243;0.2156;0.2143;0.2120;0.2101	1;15;24;26;27;49;59;60;69;74	0.3265	1	0.4966	332.45	2.709	True
dec_PARP2_1074	PARP2	top_cosine	CNC(=O)c1ncc(N2CCN(Cc3cnc4cc(CCO)c(=O)[nH]c4c3)CC2)cc1F	C	0.8594	0.2234	0.97	0.82	1	0.3099	PARP2;PARP3;Parp2;PARP1;Parp1;gyrB;PARP4;parE;PARP12;PARP10	0.3099;0.3020;0.2952;0.2901;0.2861;0.2619;0.2583;0.2510;0.2492;0.2244	1;2;10;14;15;33;36;45;48;65	0.3099	1	0.5163	440.48	0.674	True
dec_PARP2_1076	PARP2	top_cosine	O=C(NCF)c1ccc(N2CCN(Cc3cnc4c(c3)[nH]c(=O)c3ccsc34)CC2)nc1	C	0.5	0.2062	0.97	0.82	3	0.3095	PARP1;Parp1;PARP2;Parp2;PARP3;PARP4;PARP12;PARP14;PARP15;PARP10	0.3141;0.3121;0.3095;0.3065;0.2831;0.2766;0.2628;0.2610;0.2528;0.2462	1;2;5;6;23;41;48;49;52;66	0.3141	1	0.4522	452.52	2.512	True
dec_PARP2_1077	PARP2	top_cosine	C[C@H](c1nc2c(C(N)=O)cccc2[nH]1)N1CCN(c2ccc(C(=O)NCP)nc2Cl)CC1	C	0.4359	0.1359	0.9	0.93	2	0.3094	PARP1;PARP2;Parp1;Parp2;PARP3;PARP4;PARP16;PARP12;PARP14;PARP15	0.3165;0.3094;0.3040;0.2963;0.2560;0.2465;0.2418;0.2395;0.2322;0.2159	1;14;16;26;32;39;50;54;60;66	0.3165	1	0.3725	473.91	2.156	True
dec_PARP2_1078	PARP2	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCP)c(=O)[nH]c4c3)CC2)c(C(F)(F)F)n1	C	0.8571	0.198	0.85	2.28	2	0.3074	PARP3;PARP2;Parp2;PARP1;Parp1;PARP4;PARP12;PARP16;parE;PARP10	0.3202;0.3074;0.2996;0.2920;0.2906;0.2742;0.2655;0.2367;0.2308;0.2299	1;9;13;14;15;32;39;49;52;54	0.3202	1	0.4993	506.47	2.436	False
dec_PARP2_1079	PARP2	top_cosine	O=C(NCF)c1ccc(N2CCN(Cc3cnc4cc(C5CC5)c(=O)[nH]c4c3)CC2)cn1	C	0.8485	0.2234	0.97	0.81	1	0.3070	PARP2;Parp2;PARP3;PARP1;Parp1;PARP4;MLLT1;TNKS2;PARP16;PARP11	0.3070;0.3062;0.2667;0.2578;0.2557;0.2205;0.2099;0.2066;0.2043;0.2001	1;2;3;4;5;19;33;34;36;54	0.3070	1	0.5755	436.49	2.175	True
dec_PARP2_1081	PARP2	top_cosine	CNC(=O)c1ccc(N2CCN(Cc3cnc4cc(CCCl)c(=O)[nH]c4c3)C[C@H]2C)cn1	C	0.8676	0.2268	0.97	0.82	1	0.3060	PARP2;Parp2;PARP3;PARP12;Parp1;PARP1;parE;gyrB;PARP4;PARP11	0.3060;0.3046;0.3040;0.2749;0.2688;0.2679;0.2500;0.2499;0.2467;0.2340	1;2;3;6;12;16;33;35;37;39	0.3060	1	0.5542	454.96	2.17	True
dec_PARP2_1082	PARP2	top_cosine	CNC(=O)Cc1cc2ncc(CN3CCN(c4ccc(C(=O)NCP)nc4)CC3)cc2[nH]c1=O	C	0.7391	0.1919	0.96	1.02	1	0.3043	PARP2;Parp2;PARP3;PARP1;Parp1;PARP4;parE;gyrB;PARP11;TNKS2	0.3043;0.3003;0.2832;0.2672;0.2669;0.2487;0.2270;0.2267;0.2075;0.1943	1;2;3;4;5;22;58;60;66;72	0.3043	1	0.4199	481.5	0.491	True
dec_PARP2_1083	PARP2	top_cosine	CC(C)(CF)CN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1=O	C	0.8923	0.3765	0.98	0.81	1	0.3042	PARP2;Parp2;PARP3;Parp1;PARP1;PARP6;PARP8;PARP16;PARP12;PARP4	0.3042;0.2988;0.2738;0.2717;0.2672;0.2563;0.2499;0.2378;0.2195;0.2156	1;2;3;4;7;9;20;34;41;42	0.3042	1	0.5802	484.5	2.157	True
dec_PARP2_1084	PARP2	top_cosine	CC(CS)COC(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1	C	0.6622	0.3882	0.97	0.81	1	0.3038	PARP2;Parp1;Parp2;PARP1;PARP3;PARP12;PARP8;PARP14;PARP6;PARP16	0.3038;0.2971;0.2946;0.2931;0.2538;0.2529;0.2471;0.2372;0.2324;0.2268	1;2;4;5;27;28;39;40;43;45	0.3038	1	0.4917	514.58	2.338	False
