protein_idx	protein_id	uniprot_accession	gene_symbol	status
19166	uniprot:Q91VM4	Q91VM4	Spns2	uniprot_direct
19167	uniprot:Q920E5	Q920E5	Fdps	uniprot_direct
19168	uniprot:Q920H4	Q920H4	Chrm5	uniprot_direct
19169	uniprot:Q920L5	Q920L5	Elovl6	uniprot_direct
19170	uniprot:Q920R3	Q920R3	Fads1	uniprot_direct
19171	uniprot:Q921V5	Q921V5	Mgat2	uniprot_direct
19172	uniprot:Q92206	Q92206	ERG1	uniprot_direct
19173	uniprot:Q923I7	Q923I7	Slc5a2	uniprot_direct
19174	uniprot:Q923Y8	Q923Y8	Taar1	uniprot_direct
19175	uniprot:Q923Y9	Q923Y9	Taar1	uniprot_direct
19176	uniprot:Q924U1	Q924U1	Kiss1r	uniprot_direct
19177	uniprot:Q924Z4	Q924Z4	Cers2	uniprot_direct
19178	uniprot:Q92523	Q92523	CPT1B	uniprot_direct
19179	uniprot:Q92551	Q92551	IP6K1	uniprot_direct
19180	uniprot:Q925H0	Q925H0	Asic2	uniprot_direct
19181	uniprot:Q92630	Q92630	DYRK2	uniprot_direct
19182	uniprot:Q92633	Q92633	LPAR1	uniprot_direct
19183	uniprot:Q92731	Q92731	ESR2	uniprot_direct
19184	uniprot:Q92743	Q92743	HTRA1	uniprot_direct
19185	uniprot:Q92753	Q92753	RORB	uniprot_direct
19186	uniprot:Q92769	Q92769	HDAC2	uniprot_direct
19187	uniprot:Q92772	Q92772	CDKL2	uniprot_direct
19188	uniprot:Q92847	Q92847	GHSR	uniprot_direct
19189	uniprot:Q92831	Q92831	KAT2B	uniprot_direct
19190	uniprot:Q92843	Q92843	BCL2L2	uniprot_direct
19191	uniprot:Q92800	Q92800	EZH1	uniprot_direct
19192	uniprot:Q92830	Q92830	KAT2A	uniprot_direct
19193	uniprot:Q92851	Q92851	CASP10	uniprot_direct
19194	uniprot:Q92876	Q92876	KLK6	uniprot_direct
19195	uniprot:Q92887	Q92887	ABCC2	uniprot_direct
19196	uniprot:Q92905	Q92905	COPS5	uniprot_direct
19197	uniprot:Q92918	Q92918	MAP4K1	uniprot_direct
19198	uniprot:Q93009	Q93009	USP7	uniprot_direct
19199	uniprot:Q93088	Q93088	BHMT	uniprot_direct
19200	uniprot:Q93096	Q93096	PTP4A1	uniprot_direct
19201	uniprot:Q932Y6	Q932Y6	bla(tem-2)	uniprot_direct
19202	uniprot:Q92993	Q92993	KAT5	uniprot_direct
19203	uniprot:Q93LQ9	Q93LQ9	KPC-2	uniprot_direct
19204	uniprot:Q93SQ1	Q93SQ1	exoS	uniprot_direct
19205	uniprot:Q93T40	Q93T40	bla2	uniprot_direct
19206	uniprot:Q93ZN9	Q93ZN9	DAP	uniprot_direct
19207	uniprot:Q95136	Q95136	DRD1	uniprot_direct
19208	uniprot:Q95214	Q95214	ACAT	uniprot_direct
19209	uniprot:Q95254	Q95254	GHSR	uniprot_direct
19210	uniprot:Q95323	Q95323	CA4	uniprot_direct
19211	uniprot:Q95J97	Q95J97		uniprot_direct
19212	uniprot:Q95PM0	Q95PM0	rhodesain	uniprot_direct
19213	uniprot:Q95WR6	Q95WR6		uniprot_direct
19214	uniprot:Q96242	Q96242	CYP74A	uniprot_direct
19215	uniprot:Q962Y6	Q962Y6	TGR	uniprot_direct
19216	uniprot:Q964Q8	Q964Q8	SPPS	uniprot_direct
19217	uniprot:Q965D5	Q965D5	fabI	uniprot_direct
19218	uniprot:Q965D7	Q965D7	fabZ	uniprot_direct
19219	uniprot:Q969F8	Q969F8	KISS1R	uniprot_direct
19220	uniprot:Q969M7	Q969M7	UBE2F	uniprot_direct
19221	uniprot:Q969S8	Q969S8	HDAC10	uniprot_direct
19222	uniprot:Q969T7	Q969T7	NT5C3B	uniprot_direct
19223	uniprot:Q969V1	Q969V1	MCHR2	uniprot_direct
19224	uniprot:Q96AD5	Q96AD5	PNPLA2	uniprot_direct
19225	uniprot:Q96BR1	Q96BR1	SGK3	uniprot_direct
19226	uniprot:Q96C86	Q96C86	DCPS	uniprot_direct
19227	uniprot:Q96CA5	Q96CA5	BIRC7	uniprot_direct
19228	uniprot:Q96DB2	Q96DB2	HDAC11	uniprot_direct
19229	uniprot:Q96EB6	Q96EB6	SIRT1	uniprot_direct
19230	uniprot:Q96FJ0	Q96FJ0	STAMBPL1	uniprot_direct
19231	uniprot:Q96FJ2	Q96FJ2	DYNLL2	uniprot_direct
19232	uniprot:Q96FL8	Q96FL8	SLC47A1	uniprot_direct
19233	uniprot:Q96G23	Q96G23	CERS2	uniprot_direct
19234	uniprot:Q96GD4	Q96GD4	AURKB	uniprot_direct
19235	uniprot:A0QVH7	A0QVH7	dxr	uniprot_direct
19236	uniprot:Q96GG9	Q96GG9	DCUN1D1	uniprot_direct
19237	uniprot:Q96HE7	Q96HE7	ERO1A	uniprot_direct
19238	uniprot:Q96IY4	Q96IY4	CPB2	uniprot_direct
19239	uniprot:Q96KB5	Q96KB5	PBK	uniprot_direct
19240	uniprot:Q96IZ2	Q96IZ2	ADTRP	uniprot_direct
19241	uniprot:Q96JB6	Q96JB6	LOXL4	uniprot_direct
19242	uniprot:Q96JD6	Q96JD6	AKR1E2	uniprot_direct
19243	uniprot:Q96JM7	Q96JM7	L3MBTL3	uniprot_direct
19244	uniprot:Q96K76	Q96K76	USP47	uniprot_direct
19245	uniprot:Q96KQ7	Q96KQ7	EHMT2	uniprot_direct
19246	uniprot:Q96LA8	Q96LA8	PRMT6	uniprot_direct
19247	uniprot:Q96LB2	Q96LB2	MRGPRX1	uniprot_direct
19248	uniprot:Q96LD8	Q96LD8	SENP8	uniprot_direct
19249	uniprot:Q96KS0	Q96KS0	EGLN2	uniprot_direct
19250	uniprot:A0R666	A0R666	ethR	uniprot_direct
19251	uniprot:Q96L34	Q96L34	MARK4	uniprot_direct
19252	uniprot:Q96P20	Q96P20	NLRP3	uniprot_direct
19253	uniprot:Q96NT5	Q96NT5	SLC46A1	uniprot_direct
19254	uniprot:Q96NX5	Q96NX5	CAMK1G	uniprot_direct
19255	uniprot:Q96P65	Q96P65	QRFPR	uniprot_direct
19256	uniprot:Q96PC2	Q96PC2	IP6K3	uniprot_direct
19257	uniprot:Q96PD4	Q96PD4	IL17F	uniprot_direct
19258	uniprot:Q96PD7	Q96PD7	DGAT2	uniprot_direct
19259	uniprot:A0SYQ0	A0SYQ0	PTGES	uniprot_direct
19260	uniprot:Q96PF2	Q96PF2	TSSK2	uniprot_direct
19261	uniprot:Q96PH1	Q96PH1	NOX5	uniprot_direct
19262	uniprot:Q96PN6	Q96PN6	ADCY10	uniprot_direct
19263	uniprot:Q96PN8	Q96PN8	TSSK3	uniprot_direct
19264	uniprot:Q96Q83	Q96Q83	ALKBH3	uniprot_direct
19265	uniprot:Q96QP1	Q96QP1	ALPK1	uniprot_direct
19266	uniprot:Q96RI0	Q96RI0	F2RL3	uniprot_direct
19267	uniprot:Q96RI1	Q96RI1	NR1H4	uniprot_direct
19268	uniprot:Q96RJ0	Q96RJ0	TAAR1	uniprot_direct
19269	uniprot:Q96RU2	Q96RU2	USP28	uniprot_direct
19270	uniprot:Q96RU8	Q96RU8	TRIB1	uniprot_direct
19271	uniprot:Q96S37	Q96S37	SLC22A12	uniprot_direct
19272	uniprot:Q96RR4	Q96RR4	CAMKK2	uniprot_direct
19273	uniprot:Q96S53	Q96S53	TESK2	uniprot_direct
19274	uniprot:Q96SB4	Q96SB4	SRPK1	uniprot_direct
19275	uniprot:Q96SD1	Q96SD1	DCLRE1C	uniprot_direct
19276	uniprot:Q96SW2	Q96SW2	CRBN	uniprot_direct
19277	uniprot:Q96T53	Q96T53	MBOAT4	uniprot_direct
19278	uniprot:A0ZX81	A0ZX81	blaSHV-72	uniprot_direct
19279	uniprot:Q96T60	Q96T60	PNKP	uniprot_direct
19280	uniprot:Q96T88	Q96T88	UHRF1	uniprot_direct
19281	uniprot:Q96WJ0	Q96WJ0	ERG7	uniprot_direct
19282	uniprot:Q97R46	Q97R46	glmU	uniprot_direct
19283	uniprot:Q97RU8	Q97RU8	murD	uniprot_direct
19284	uniprot:Q97S36	Q97S36	pheS	uniprot_direct
19285	uniprot:Q97SR4	Q97SR4	uppS	uniprot_direct
19286	uniprot:Q99436	Q99436	PSMB7	uniprot_direct
19287	uniprot:Q99489	Q99489	DDO	uniprot_direct
19288	uniprot:Q99497	Q99497	PARK7	uniprot_direct
19289	uniprot:Q99500	Q99500	S1PR3	uniprot_direct
19290	uniprot:Q99523	Q99523	SORT1	uniprot_direct
19291	uniprot:Q99527	Q99527	GPER1	uniprot_direct
19292	uniprot:Q99538	Q99538	LGMN	uniprot_direct
19293	uniprot:A1E3K9	A1E3K9	blaSCO-1	uniprot_direct
19294	uniprot:Q99571	Q99571	P2RX4	uniprot_direct
19295	uniprot:Q99572	Q99572	P2RX7	uniprot_direct
19296	uniprot:Q99519	Q99519	NEU1	uniprot_direct
19297	uniprot:A1ZA98	A1ZA98	Jhe	uniprot_direct
19298	uniprot:Q99594	Q99594	TEAD3	uniprot_direct
19299	uniprot:Q99640	Q99640	PKMYT1	uniprot_direct
19300	uniprot:Q99683	Q99683	MAP3K5	uniprot_direct
19301	uniprot:Q99685	Q99685	MGLL	uniprot_direct
19302	uniprot:O75164	O75164	KDM4A	uniprot_direct
19303	uniprot:Q99705	Q99705	MCHR1	uniprot_direct
19304	uniprot:O75173	O75173	ADAMTS4	uniprot_direct
19305	uniprot:Q99720	Q99720	SIGMAR1	uniprot_direct
19306	uniprot:Q99707	Q99707	MTR	uniprot_direct
19307	uniprot:Q99714	Q99714	HSD17B10	uniprot_direct
19308	uniprot:Q99755	Q99755	PIP5K1A	uniprot_direct
19309	uniprot:Q99759	Q99759	MAP3K3	uniprot_direct
19310	uniprot:Q99788	Q99788	CMKLR1	uniprot_direct
19311	uniprot:Q99808	Q99808	SLC29A1	uniprot_direct
19312	uniprot:Q99816	Q99816	TSG101	uniprot_direct
19313	uniprot:Q99835	Q99835	SMO	uniprot_direct
19314	uniprot:Q99873	Q99873	PRMT1	uniprot_direct
19315	uniprot:Q99884	Q99884	SLC6A7	uniprot_direct
19316	uniprot:Q99895	Q99895	CTRC	uniprot_direct
19317	uniprot:Q99952	Q99952	PTPN18	uniprot_direct
19318	uniprot:Q99986	Q99986	VRK1	uniprot_direct
19319	uniprot:Q99KQ4	Q99KQ4	Nampt	uniprot_direct
19320	uniprot:Q99LR1	Q99LR1	Abhd12	uniprot_direct
19321	uniprot:Q99MA2	Q99MA2	Xpnpep2	uniprot_direct
19322	uniprot:Q9BJF5	Q9BJF5	CDPK1	uniprot_direct
19323	uniprot:O75365	O75365	PTP4A3	uniprot_direct
19324	uniprot:Q9BPW0	Q9BPW0	PPP5C	uniprot_direct
19325	uniprot:Q9BPW9	Q9BPW9	DHRS9	uniprot_direct
19326	uniprot:Q9BPZ7	Q9BPZ7	MAPKAP1	uniprot_direct
19327	uniprot:Q9BQB6	Q9BQB6	VKORC1	uniprot_direct
19328	uniprot:Q9BQI3	Q9BQI3	EIF2AK1	uniprot_direct
19329	uniprot:Q9BRH5	Q9BRH5	DGAT1	uniprot_direct
19330	uniprot:Q9BRX8	Q9BRX8	PRXL2A	uniprot_direct
19331	uniprot:Q9BSW2	Q9BSW2	CRACR2A	uniprot_direct
19332	uniprot:Q9BTU6	Q9BTU6	PI4K2A	uniprot_direct
19333	uniprot:Q99MI5	Q99MI5	Srm	uniprot_direct
19334	uniprot:Q99N23	Q99N23	Ca15	uniprot_direct
19335	uniprot:Q99P50	Q99P50	Ghsr	uniprot_direct
19336	uniprot:Q99R76	Q99R76	crtN	uniprot_direct
19337	uniprot:Q9AIU7	Q9AIU7	ligA	uniprot_direct
19338	uniprot:O75311	O75311	GLRA3	uniprot_direct
19339	uniprot:O75342	O75342	ALOX12B	uniprot_direct
19340	uniprot:Q9AR38	Q9AR38	PPOX1	uniprot_direct
19341	uniprot:Q9BDS8	Q9BDS8	CCR3	uniprot_direct
19342	uniprot:Q9BEG3	Q9BEG3		uniprot_direct
19343	uniprot:Q9BU89	Q9BU89	DOHH	uniprot_direct
19344	uniprot:Q9BUB5	Q9BUB5	MKNK1	uniprot_direct
19345	uniprot:Q9BVC4	Q9BVC4	MLST8	uniprot_direct
19346	uniprot:Q9BVJ7	Q9BVJ7	DUSP23	uniprot_direct
19347	uniprot:Q9BVS4	Q9BVS4	RIOK2	uniprot_direct
19348	uniprot:Q9BW19	Q9BW19	KIFC1	uniprot_direct
19349	uniprot:Q9BW60	Q9BW60	ELOVL1	uniprot_direct
19350	uniprot:Q9BWU1	Q9BWU1	CDK19	uniprot_direct
19351	uniprot:O75387	O75387	SLC43A1	uniprot_direct
19352	uniprot:Q9BXA5	Q9BXA5	SUCNR1	uniprot_direct
19353	uniprot:Q9BV23	Q9BV23	ABHD6	uniprot_direct
19354	uniprot:Q9BV47	Q9BV47	DUSP26	uniprot_direct
19355	uniprot:Q9BV86	Q9BV86	NTMT1	uniprot_direct
19356	uniprot:Q9BXA6	Q9BXA6	TSSK6	uniprot_direct
19357	uniprot:Q9BXA7	Q9BXA7	TSSK1B	uniprot_direct
19358	uniprot:Q9BXS9	Q9BXS9	SLC26A6	uniprot_direct
19359	uniprot:Q9BY41	Q9BY41	HDAC8	uniprot_direct
19360	uniprot:O75460	O75460	ERN1	uniprot_direct
19361	uniprot:Q9D7Q1	Q9D7Q1	Chit1	uniprot_direct
19362	uniprot:Q9DBT5	Q9DBT5	Ampd2	uniprot_direct
19363	uniprot:Q9DC28	Q9DC28	Csnk1d	uniprot_direct
19364	uniprot:Q9EP66	Q9EP66	Hcar2	uniprot_direct
19365	uniprot:Q9EP86	Q9EP86	Npffr1	uniprot_direct
19366	uniprot:Q9EPB1	Q9EPB1	Dpp7	uniprot_direct
19367	uniprot:Q9EPK8	Q9EPK8	Trpv4	uniprot_direct
19368	uniprot:Q9EPX4	Q9EPX4	P2ry12	uniprot_direct
19369	uniprot:Q9EQ16	Q9EQ16	Cxcr6	uniprot_direct
19370	uniprot:Q9ERC0	Q9ERC0	Npy2r	uniprot_direct
19371	uniprot:Q9ERK7	Q9ERK7	Chrnb2	uniprot_direct
19372	uniprot:Q9ERK9	Q9ERK9	P2ry6	uniprot_direct
19373	uniprot:Q9ERM3	Q9ERM3	Dgat1	uniprot_direct
19374	uniprot:Q9BY66	Q9BY66	KDM5D	uniprot_direct
19375	uniprot:Q9BYF1	Q9BYF1	ACE2	uniprot_direct
19376	uniprot:Q9BYT3	Q9BYT3	STK33	uniprot_direct
19377	uniprot:Q9BZ11	Q9BZ11	ADAM33	uniprot_direct
19378	uniprot:Q9BZ23	Q9BZ23	PANK2	uniprot_direct
19379	uniprot:Q9BZJ3	Q9BZJ3	TPSD1	uniprot_direct
19380	uniprot:Q9BZL6	Q9BZL6	PRKD2	uniprot_direct
19381	uniprot:Q9BZM2	Q9BZM2	PLA2G2F	uniprot_direct
19382	uniprot:Q9BZP6	Q9BZP6	CHIA	uniprot_direct
19383	uniprot:Q9BZX2	Q9BZX2	UCK2	uniprot_direct
19384	uniprot:Q9C000	Q9C000	NLRP1	uniprot_direct
19385	uniprot:Q9ERT1	Q9ERT1	TRH-R2	uniprot_direct
19386	uniprot:Q9ERZ4	Q9ERZ4	Chrm2	uniprot_direct
19387	uniprot:Q9ERZ8	Q9ERZ8	Trpv4	uniprot_direct
19388	uniprot:Q9ES08	Q9ES08	Kcnk9	uniprot_direct
19389	uniprot:Q9ESG6	Q9ESG6	P2ry14	uniprot_direct
19390	uniprot:Q9ET01	Q9ET01	Pygl	uniprot_direct
19391	uniprot:Q9ET64	Q9ET64	Smpd2	uniprot_direct
19392	uniprot:Q9EXV5	Q9EXV5	blaUOE-1	uniprot_direct
19393	uniprot:Q9F2F0	Q9F2F0	def	uniprot_direct
19394	uniprot:Q9F663	Q9F663	KPC-2	uniprot_direct
19395	uniprot:Q9C0B1	Q9C0B1	FTO	uniprot_direct
19396	uniprot:Q9C0Y4	Q9C0Y4	agl1	uniprot_direct
19397	uniprot:Q9CYK2	Q9CYK2	Qpct	uniprot_direct
19398	uniprot:Q9D358	Q9D358	Acp1	uniprot_direct
19399	uniprot:Q9D379	Q9D379	Ephx1	uniprot_direct
19400	uniprot:Q9D4B1	Q9D4B1	Sgms2	uniprot_direct
19401	uniprot:Q9D6K9	Q9D6K9	Cers5	uniprot_direct
19402	uniprot:Q9D6N1	Q9D6N1	Ca13	uniprot_direct
19403	uniprot:Q9FBC5	Q9FBC5	fabK	uniprot_direct
19404	uniprot:Q9FBI2	Q9FBI2	stxA	uniprot_direct
19405	uniprot:Q9FG87	Q9FG87	KCS20	uniprot_direct
19406	uniprot:Q9FH76	Q9FH76	CYP707A3	uniprot_direct
19407	uniprot:Q9FUJ3	Q9FUJ3	CKX2	uniprot_direct
19408	uniprot:Q9FV53	Q9FV53	PDF1A	uniprot_direct
19409	uniprot:Q9FYV8	Q9FYV8		uniprot_direct
19410	uniprot:Q9GJT6	Q9GJT6	SLC6A3	uniprot_direct
19411	uniprot:Q9GJU1	Q9GJU1	DRD2	uniprot_direct
19412	uniprot:Q9GPG0	Q9GPG0		uniprot_direct
19413	uniprot:Q9GT49	Q9GT49	TRS	uniprot_direct
19414	uniprot:Q9GU59	Q9GU59	HD2	uniprot_direct
19415	uniprot:Q9GUA8	Q9GUA8	HD1	uniprot_direct
19416	uniprot:Q9GZQ4	Q9GZQ4	NMUR2	uniprot_direct
19417	uniprot:Q9GZQ6	Q9GZQ6	NPFFR1	uniprot_direct
19418	uniprot:Q9GZQ8	Q9GZQ8	MAP1LC3B	uniprot_direct
19419	uniprot:Q9GZT9	Q9GZT9	EGLN1	uniprot_direct
19420	uniprot:A2RP81	A2RP81	blaPER-2	uniprot_direct
19421	uniprot:Q9GZU7	Q9GZU7	CTDSP1	uniprot_direct
19422	uniprot:Q9H228	Q9H228	S1PR5	uniprot_direct
19423	uniprot:Q9H237	Q9H237	PORCN	uniprot_direct
19424	uniprot:Q9H244	Q9H244	P2RY12	uniprot_direct
19425	uniprot:Q9GZV3	Q9GZV3	SLC5A7	uniprot_direct
19426	uniprot:Q9GZZ1	Q9GZZ1	NAA50	uniprot_direct
19427	uniprot:Q9H0J9	Q9H0J9	PARP12	uniprot_direct
19428	uniprot:Q9H1C0	Q9H1C0	LPAR5	uniprot_direct
19429	uniprot:Q9H1R3	Q9H1R3	MYLK2	uniprot_direct
19430	uniprot:Q9H227	Q9H227	GBA3	uniprot_direct
19431	uniprot:A3EZJ3	A3EZJ3	NS3	uniprot_direct
19432	uniprot:Q9H2G2	Q9H2G2	SLK	uniprot_direct
19433	uniprot:Q9H2J7	Q9H2J7	SLC6A15	uniprot_direct
19434	uniprot:Q9H2K2	Q9H2K2	TNKS2	uniprot_direct
19435	uniprot:Q9H2K8	Q9H2K8	TAOK3	uniprot_direct
19436	uniprot:Q9H2M3	Q9H2M3	BHMT2	uniprot_direct
19437	uniprot:Q9H300	Q9H300	PARL	uniprot_direct
19438	uniprot:Q9H3H5	Q9H3H5	DPAGT1	uniprot_direct
19439	uniprot:Q9H3N8	Q9H3N8	HRH4	uniprot_direct
19440	uniprot:O75469	O75469	NR1I2	uniprot_direct
19441	uniprot:Q9H3R0	Q9H3R0	KDM4C	uniprot_direct
19442	uniprot:Q9H5I1	Q9H5I1	SUV39H2	uniprot_direct
19443	uniprot:Q9H4B4	Q9H4B4	PLK3	uniprot_direct
19444	uniprot:Q9H4B7	Q9H4B7	TUBB1	uniprot_direct
19445	uniprot:Q9H3Y6	Q9H3Y6	SRMS	uniprot_direct
19446	uniprot:Q9H492	Q9H492	MAP1LC3A	uniprot_direct
19447	uniprot:Q9H4A4	Q9H4A4	RNPEP	uniprot_direct
19448	uniprot:Q9H5J4	Q9H5J4	ELOVL6	uniprot_direct
19449	uniprot:Q9H6P5	Q9H6P5	TASP1	uniprot_direct
19450	uniprot:Q9H6Z9	Q9H6Z9	EGLN3	uniprot_direct
19451	uniprot:Q9H773	Q9H773	DCTPP1	uniprot_direct
19452	uniprot:Q9H7Z6	Q9H7Z6	KAT8	uniprot_direct
19453	uniprot:O75530	O75530	EED	uniprot_direct
19454	uniprot:Q9H7Z7	Q9H7Z7	PTGES2	uniprot_direct
19455	uniprot:Q9H7B4	Q9H7B4	SMYD3	uniprot_direct
19456	uniprot:Q9H999	Q9H999	PANK3	uniprot_direct
19457	uniprot:Q9H9B1	Q9H9B1	EHMT1	uniprot_direct
19458	uniprot:Q9H9Z2	Q9H9Z2	LIN28A	uniprot_direct
19459	uniprot:Q9HA82	Q9HA82	CERS4	uniprot_direct
19460	uniprot:Q9HAU4	Q9HAU4	SMURF2	uniprot_direct
19461	uniprot:Q9HAZ1	Q9HAZ1	CLK4	uniprot_direct
19462	uniprot:Q9HB03	Q9HB03	ELOVL3	uniprot_direct
19463	uniprot:Q9HB55	Q9HB55	CYP3A43	uniprot_direct
19464	uniprot:Q9HB89	Q9HB89	NMUR1	uniprot_direct
19465	uniprot:Q9HBA0	Q9HBA0	TRPV4	uniprot_direct
19466	uniprot:Q9HBH1	Q9HBH1	PDF	uniprot_direct
19467	uniprot:Q9HBH9	Q9HBH9	MKNK2	uniprot_direct
19468	uniprot:Q9HBI6	Q9HBI6	CYP4F11	uniprot_direct
19469	uniprot:Q9HBK9	Q9HBK9	AS3MT	uniprot_direct
19470	uniprot:Q9HBW0	Q9HBW0	LPAR2	uniprot_direct
19471	uniprot:Q9HBY0	Q9HBY0	NOX3	uniprot_direct
19472	uniprot:Q9HBY8	Q9HBY8	SGK2	uniprot_direct
19473	uniprot:Q9HC16	Q9HC16	APOBEC3G	uniprot_direct
19474	uniprot:Q9HC97	Q9HC97	GPR35	uniprot_direct
19475	uniprot:O75608	O75608	LYPLA1	uniprot_direct
19476	uniprot:Q9HC98	Q9HC98	NEK6	uniprot_direct
19477	uniprot:Q9HCE7	Q9HCE7	SMURF1	uniprot_direct
19478	uniprot:Q9HCG7	Q9HCG7	GBA2	uniprot_direct
19479	uniprot:Q9HC29	Q9HC29	NOD2	uniprot_direct
19480	uniprot:O75582	O75582	RPS6KA5	uniprot_direct
19481	uniprot:O75604	O75604	USP2	uniprot_direct
19482	uniprot:Q9HCN6	Q9HCN6	GP6	uniprot_direct
19483	uniprot:Q9HCP0	Q9HCP0	CSNK1G1	uniprot_direct
19484	uniprot:Q9HCR9	Q9HCR9	PDE11A	uniprot_direct
19485	uniprot:O75676	O75676	RPS6KA4	uniprot_direct
19486	uniprot:Q9HCS2	Q9HCS2	CYP4F12	uniprot_direct
19487	uniprot:Q9HCX4	Q9HCX4	TRPC7	uniprot_direct
19488	uniprot:Q9HD36	Q9HD36	BCL2L10	uniprot_direct
19489	uniprot:Q9HD89	Q9HD89	RETN	uniprot_direct
19490	uniprot:Q9HVW7	Q9HVW7	murA	uniprot_direct
19491	uniprot:Q9HW02	Q9HW02	murC	uniprot_direct
19492	uniprot:Q9HX69	Q9HX69	rocR	uniprot_direct
19493	uniprot:Q9HXM5	Q9HXM5	guaB	uniprot_direct
19494	uniprot:Q9HXQ1	Q9HXQ1	trmD	uniprot_direct
19495	uniprot:Q9HYN5	Q9HYN5	lecB	uniprot_direct
19496	uniprot:O75688	O75688	PPM1B	uniprot_direct
19497	uniprot:Q9I194	Q9I194	pvdQ	uniprot_direct
19498	uniprot:O75716	O75716	STK16	uniprot_direct
19499	uniprot:Q9I5U5	Q9I5U5	rsmA	uniprot_direct
19500	uniprot:Q9I7A8	Q9I7A8	def	uniprot_direct
19501	uniprot:Q9I8A2	Q9I8A2	VATB	uniprot_direct
19502	uniprot:Q9IGQ6	Q9IGQ6	NA	uniprot_direct
19503	uniprot:Q9JHG7	Q9JHG7	Pik3cg	uniprot_direct
19504	uniprot:O75747	O75747	PIK3C2G	uniprot_direct
19505	uniprot:Q9JHI3	Q9JHI3	Slco2b1	uniprot_direct
19506	uniprot:Q9JHI9	Q9JHI9	Slc40a1	uniprot_direct
19507	uniprot:Q9JI35	Q9JI35	HRH3	uniprot_direct
19508	uniprot:Q9JIA7	Q9JIA7	Sphk2	uniprot_direct
19509	uniprot:Q9JII9	Q9JII9	Cxcr3	uniprot_direct
19510	uniprot:Q9JIM1	Q9JIM1	Slc29a1	uniprot_direct
19511	uniprot:O75751	O75751	SLC22A3	uniprot_direct
19512	uniprot:Q9JJF9	Q9JJF9	Sppl2a	uniprot_direct
19513	uniprot:Q9JJJ7	Q9JJJ7	Porcn	uniprot_direct
19514	uniprot:Q9JJX6	Q9JJX6	P2rx4	uniprot_direct
19515	uniprot:Q9JJX7	Q9JJX7	Tdp2	uniprot_direct
19516	uniprot:Q9JKB1	Q9JKB1	Uchl3	uniprot_direct
19517	uniprot:Q9JKC1	Q9JKC1	Bche	uniprot_direct
19518	uniprot:Q9JL18	Q9JL18	Bace2	uniprot_direct
19519	uniprot:Q9JL21	Q9JL21	Ccr10	uniprot_direct
19520	uniprot:Q9JLS3	Q9JLS3	Taok2	uniprot_direct
19521	uniprot:Q9JM51	Q9JM51	Ptges	uniprot_direct
19522	uniprot:Q9JN24	Q9JN24	def	uniprot_direct
19523	uniprot:Q9N6S8	Q9N6S8		uniprot_direct
19524	uniprot:O75762	O75762	TRPA1	uniprot_direct
19525	uniprot:Q9NAW4	Q9NAW4		uniprot_direct
19526	uniprot:Q9NBA7	Q9NBA7		uniprot_direct
19527	uniprot:Q9NBD4	Q9NBD4		uniprot_direct
19528	uniprot:Q9NG02	Q9NG02	TyrR	uniprot_direct
19529	uniprot:Q9NP56	Q9NP56	PDE7B	uniprot_direct
19530	uniprot:Q9K2N0	Q9K2N0	blaVIM-2	uniprot_direct
19531	uniprot:Q9KM66	Q9KM66	cqsS	uniprot_direct
19532	uniprot:Q9KPI8	Q9KPI8	mtnN	uniprot_direct
19533	uniprot:Q9LGC6	Q9LGC6	P0504H10.9	uniprot_direct
19534	uniprot:Q9LM02	Q9LM02	SMT1	uniprot_direct
19535	uniprot:Q9M629	Q9M629		uniprot_direct
19536	uniprot:Q9MYJ9	Q9MYJ9	CCR1	uniprot_direct
19537	uniprot:Q9MYM4	Q9MYM4	GAA	uniprot_direct
19538	uniprot:Q9MYX0	Q9MYX0	SLC6A4	uniprot_direct
19539	uniprot:Q9N1N9	Q9N1N9	BCHE	uniprot_direct
19540	uniprot:Q9N623	Q9N623	CRT	uniprot_direct
19541	uniprot:Q9NP59	Q9NP59	SLC40A1	uniprot_direct
19542	uniprot:Q9NP77	Q9NP77	SSU72	uniprot_direct
19543	uniprot:Q9NPA2	Q9NPA2	MMP25	uniprot_direct
19544	uniprot:Q9NPC1	Q9NPC1	LTB4R2	uniprot_direct
19545	uniprot:Q9NPC2	Q9NPC2	KCNK9	uniprot_direct
19546	uniprot:Q9NQS5	Q9NQS5	GPR84	uniprot_direct
19547	uniprot:Q9NQU5	Q9NQU5	PAK6	uniprot_direct
19548	uniprot:Q9NQW7	Q9NQW7	XPNPEP1	uniprot_direct
19549	uniprot:Q9NQZ5	Q9NQZ5	STARD7	uniprot_direct
19550	uniprot:Q9NR19	Q9NR19	ACSS2	uniprot_direct
19551	uniprot:Q9NPD5	Q9NPD5	SLCO1B3	uniprot_direct
19552	uniprot:Q9NPH5	Q9NPH5	NOX4	uniprot_direct
19553	uniprot:Q9NR20	Q9NR20	DYRK4	uniprot_direct
19554	uniprot:Q9NR96	Q9NR96	TLR9	uniprot_direct
19555	uniprot:Q9NR97	Q9NR97	TLR8	uniprot_direct
19556	uniprot:Q9NR21	Q9NR21	PARP11	uniprot_direct
19557	uniprot:Q9NR22	Q9NR22	PRMT8	uniprot_direct
19558	uniprot:Q9NR63	Q9NR63	CYP26B1	uniprot_direct
19559	uniprot:Q9NR71	Q9NR71	ASAH2	uniprot_direct
